,original_title,release_date,revenue,runtime,vote_average,Animation,Comedy,Horror,Western,Thriller,Crime,Romance,History,Fantasy,ScienceFiction,Action,Mystery,Family,Drama,Adventure
245,Immortal Beloved,1994,0.0,121.0,6.9,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
246,Heavyweights,1995,17689177.0,100.0,6.0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0
247,The Hunted,1995,0.0,106.0,6.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
248,I.Q.,1994,0.0,100.0,5.9,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
249,Interview with the Vampire,1994,223664608.0,123.0,7.2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
250,Jefferson in Paris,1995,2474000.0,139.0,5.2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
251,The Jerky Boys,1995,0.0,82.0,4.8,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
252,Junior,1994,37000000.0,109.0,4.7,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
253,Just Cause,1995,0.0,102.0,6.0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0
254,A Kid in King Arthur's Court,1995,0.0,89.0,4.3,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1
255,Kiss of Death,1995,0.0,101.0,5.7,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0
256,Star Wars,1977,775398007.0,121.0,8.1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1
257,Little Women,1994,0.0,115.0,7.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
258,A Little Princess,1995,0.0,97.0,7.4,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0
259,Ladybird Ladybird,1994,0.0,101.0,7.4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
260,L'Enfer,1994,0.0,100.0,6.6,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
261,Como agua para chocolate,1992,21665468.0,105.0,6.6,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
262,Legends of the Fall,1994,160638883.0,133.0,7.2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
263,Major Payne,1995,0.0,95.0,6.1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1
264,Little Odessa,1994,0.0,98.0,6.4,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
265,Mi Vida Loca,1994,0.0,92.0,5.7,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
266,Love Affair,1994,0.0,108.0,4.3,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
267,Losing Isaiah,1995,7603766.0,106.0,6.4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
268,The Madness of King George,1994,0.0,107.0,6.7,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
269,Frankenstein,1994,112006296.0,123.0,6.1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0
270,Man of the House,1995,0.0,96.0,5.1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
271,Mixed Nuts,1994,0.0,97.0,5.2,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
272,Milk Money,1994,18137661.0,108.0,5.6,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
273,Miracle on 34th Street,1994,46264384.0,114.0,6.4,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0
274,Miami Rhapsody,1995,5.0,95.0,5.6,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
275,My Family,1995,0.0,128.0,7.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
276,Murder in the First,1995,17381942.0,122.0,6.9,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
277,Nobody's Fool,1994,0.0,110.0,7.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
278,Nell,1994,106683817.0,112.0,6.1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
279,New Jersey Drive,1995,0.0,98.0,6.9,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
280,New York Cop,1993,0.0,93.0,0.0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0
281,Beyond Bedlam,1994,0.0,89.0,4.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
282,Nemesis 2 - Nebula,1995,0.0,83.0,4.6,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0
283,Nina Takes a Lover,1995,0.0,100.0,7.4,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
284,Natural Born Killers,1994,50282766.0,119.0,6.9,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0
285,Only You,1994,0.0,115.0,6.4,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
286,Once Were Warriors,1994,2201126.0,99.0,7.6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
287,Poison Ivy II: Lily,1996,0.0,106.0,4.6,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
288,Outbreak,1995,189859560.0,127.0,6.4,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0
289,Léon,1994,45284974.0,110.0,8.2,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0
290,The Perez Family,1995,2832826.0,113.0,6.6,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
291,A Pyromaniac's Love Story,1995,0.0,94.0,7.0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
292,Pulp Fiction,1994,213928762.0,154.0,8.3,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
293,Panther,1995,6834525.0,124.0,6.4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
294,Pushing Hands,1992,152322.0,105.0,6.1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
295,Priest,1994,4176932.0,98.0,6.4,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
296,Quiz Show,1994,0.0,133.0,7.1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
297,Picture Bride,1995,0.0,94.0,7.4,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
298,La Reine Margot,1994,0.0,162.0,7.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
299,The Quick and the Dead,1995,18552460.0,107.0,6.2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
300,Roommates,1995,12400000.0,108.0,6.4,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
301,Prêt-à-Porter,1994,11300653.0,133.0,5.3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
302,Trois couleurs : Rouge,1994,0.0,99.0,7.8,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
303,Trois couleurs : Bleu,1993,0.0,98.0,7.7,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
304,Trois couleurs : Blanc,1994,0.0,91.0,7.3,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
305,Pao Da Shuang Deng,1994,0.0,111.0,7.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
306,Rent-a-Kid,1995,0.0,85.0,5.1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
307,Relative Fear,1995,0.0,90.0,4.7,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
308,Stuart Saves His Family,1995,0.0,95.0,5.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
309,The Swan Princess,1994,9771658.0,89.0,6.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
310,The Secret of Roan Inish,1994,0.0,97.0,6.1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0
311,The Specialist,1994,170362582.0,110.0,5.5,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
312,Stargate,1994,196567262.0,121.0,6.8,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1
313,The Santa Clause,1994,189833357.0,97.0,6.3,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0
314,The Shawshank Redemption,1994,28341469.0,142.0,8.5,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
315,Shallow Grave,1994,0.0,92.0,7.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
316,Suture,1993,102780.0,96.0,6.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
317,Fresa y chocolate,1993,0.0,108.0,7.1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
318,Swimming with Sharks,1994,0.0,101.0,6.7,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
319,The Sum of Us,1994,0.0,100.0,6.0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
320,Senior Trip,1995,0.0,91.0,5.7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
321,活着,1994,0.0,125.0,7.7,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
322,Tank Girl,1995,4064495.0,98.0,5.5,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0
323,Tales from the Crypt: Demon Knight,1995,0.0,92.0,6.7,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
324,Star Trek: Generations,1994,120000000.0,118.0,6.4,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1
325,Tales from the Hood,1995,12000000.0,98.0,5.4,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0
326,Tom & Viv,1994,0.0,115.0,5.8,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
327,Village of the Damned,1995,0.0,99.0,5.6,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
328,Tommy Boy,1995,32648673.0,97.0,6.8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
329,Vanya on 42nd Street,1994,0.0,119.0,6.1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
330,The Underneath,1995,0.0,99.0,5.6,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
331,The Walking Dead,1995,0.0,88.0,6.6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
332,What's Eating Gilbert Grape,1993,10032765.0,118.0,7.5,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
333,Virtuosity,1995,24048000.0,106.0,5.4,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0
334,While You Were Sleeping,1995,182057016.0,103.0,6.5,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
335,The War,1994,0.0,126.0,6.3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
336,Double Happiness,1994,759393.0,87.0,5.5,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
337,Muriel's Wedding,1994,15119639.0,106.0,6.9,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
338,The Baby-Sitters Club,1995,0.0,94.0,5.3,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0
339,Ace Ventura: Pet Detective,1994,107217396.0,86.0,6.4,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
340,"The Adventures of Priscilla, Queen of the Desert",1994,11220670.0,104.0,7.2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
341,Backbeat,1994,0.0,100.0,6.2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
342,Bitter Moon,1992,1862805.0,139.0,7.0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
343,Bullets Over Broadway,1994,0.0,98.0,7.0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
344,Clear and Present Danger,1994,215887717.0,141.0,6.4,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
345,The Client,1994,117615211.0,119.0,6.4,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0
346,"Corrina, Corrina",1994,0.0,115.0,6.4,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0
347,Crooklyn,1994,0.0,115.0,6.7,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
348,The Crow,1994,94000000.0,102.0,7.3,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0
349,Cobb,1994,1007583.0,128.0,6.1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
350,The Flintstones,1994,341631208.0,91.0,5.0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
351,Forrest Gump,1994,677945399.0,142.0,8.2,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
352,Four Weddings and a Funeral,1994,254700832.0,117.0,6.6,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
353,Higher Learning,1995,38290723.0,127.0,6.4,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
354,I Like It Like That,1994,1777020.0,104.0,6.3,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
355,I Love Trouble,1994,61947267.0,123.0,5.3,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
356,It Could Happen to You,1994,0.0,101.0,6.1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
357,The Jungle Book,1994,0.0,111.0,5.9,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
358,Die Macht der Bilder: Leni Riefenstahl,1993,449707.0,180.0,7.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
359,The Lion King,1994,788241776.0,89.0,8.0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0
360,Little Buddha,1993,4858139.0,140.0,6.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
361,New Nightmare,1994,18090181.0,112.0,6.4,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0
362,The Mask,1994,351583407.0,101.0,6.6,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0
363,Maverick,1994,0.0,127.0,6.6,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1
364,Mrs. Parker and the Vicious Circle,1994,0.0,125.0,6.3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
365,The Naked Gun 33⅓: The Final Insult,1994,51132598.0,83.0,6.4,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
366,The Paper,1994,0.0,112.0,6.1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
367,Reality Bites,1994,20079850.0,99.0,6.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
368,Red Rock West,1993,2000000.0,98.0,6.4,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0
369,Ri¢hie Ri¢h,1994,0.0,95.0,5.4,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
370,Safe Passage,1994,0.0,98.0,4.9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
371,The River Wild,1994,0.0,111.0,6.1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1
372,Speed,1994,350448145.0,116.0,6.8,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
373,Speechless,1994,0.0,99.0,5.5,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
374,Timecop,1994,101646581.0,99.0,5.5,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0
375,True Lies,1994,378882411.0,141.0,6.8,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
376,When a Man Loves a Woman,1994,50021959.0,126.0,6.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
377,Wolf,1994,0.0,125.0,6.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
378,Wyatt Earp,1994,25052000.0,191.0,6.5,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
379,Bad Company,1995,0.0,108.0,4.9,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0
380,A Man of No Importance,1994,953.0,99.0,6.5,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
381,S.F.W.,1994,0.0,96.0,6.1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
382,A Low Down Dirty Shame,1994,29392418.0,100.0,6.0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
383,"Boys Life: Three Stories of Love, Lust, and Liberation",1994,0.0,91.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
384,Le colonel Chabert,1994,0.0,110.0,5.9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
385,"Faster, Pussycat! Kill! Kill!",1965,0.0,83.0,6.5,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
386,Jason's Lyric,1994,20851521.0,119.0,5.9,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
387,The Secret Adventures of Tom Thumb,1993,0.0,61.0,7.1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
388,Street Fighter,1994,99423521.0,102.0,4.1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
389,Coldblooded,1995,0.0,92.0,6.7,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
390,Desert Winds,1997,0.0,97.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
391,Fall Time,1995,0.0,88.0,6.3,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1
392,The Fear,1995,0.0,98.0,3.4,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
393,Frank and Ollie,1995,0.0,89.0,7.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
394,Girl in the Cadillac,1995,0.0,89.0,10.0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1
395,Homage,1995,0.0,97.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
396,Mirage,1995,0.0,92.0,4.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
397,Open Season,1996,0.0,97.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
398,Dos Crímenes,1995,0.0,0.0,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
399,Brother Minister: The Assassination of Malcolm X,1995,0.0,115.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
400,Highlander III: The Sorcerer,1994,36800000.0,99.0,4.5,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
401,Federal Hill,1995,0.0,97.0,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
402,In the Mouth of Madness,1994,8946600.0,95.0,7.1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0
403,8 Seconds,1994,0.0,105.0,7.2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
404,Above the Rim,1994,0.0,96.0,6.7,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
405,Addams Family Values,1993,48919043.0,94.0,6.5,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
406,Martin Lawrence: You So Crazy,1994,0.0,84.0,4.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
407,The Age of Innocence,1993,32255440.0,139.0,7.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
408,Airheads,1994,0.0,92.0,5.8,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
409,The Air Up There,1994,21011500.0,107.0,5.1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
410,Another Stakeout,1993,0.0,105.0,4.9,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
411,Bad Girls,1994,15240435.0,99.0,4.6,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1
412,Barcelona,1994,0.0,100.0,6.6,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
413,Being Human,1994,0.0,122.0,5.0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
414,The Beverly Hillbillies,1993,0.0,93.0,5.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
415,Beverly Hills Cop III,1994,119208989.0,104.0,5.5,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
416,Black Beauty,1994,0.0,88.0,6.6,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1
417,Blink,1994,16668552.0,106.0,6.3,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0
418,Blown Away,1994,30156002.0,121.0,6.0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
419,Blue Chips,1994,0.0,108.0,5.7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
420,Blue Sky,1994,0.0,101.0,6.1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
421,Body Snatchers,1993,428868.0,87.0,5.8,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
422,Boxing Helena,1993,1796389.0,107.0,4.5,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
423,A Bronx Tale,1993,17287898.0,121.0,7.4,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
424,Cabin Boy,1994,3662459.0,80.0,4.9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
425,Calendar Girl,1993,2570145.0,90.0,3.7,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
426,Carlito's Way,1993,36516012.0,144.0,7.7,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0
427,City Slickers II: The Legend of Curly's Gold,1994,0.0,116.0,4.9,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0
428,Clean Slate,1994,7355425.0,107.0,5.7,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
429,Cliffhanger,1993,255000211.0,112.0,6.1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
430,Coneheads,1993,0.0,88.0,4.8,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
431,Color of Night,1994,19726050.0,121.0,5.4,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0
432,Cops & Robbersons,1994,0.0,93.0,5.0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
433,The Cowboy Way,1994,0.0,102.0,5.1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
434,Dangerous Game,1993,0.0,108.0,5.4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
435,Dave,1993,63000000.0,110.0,6.3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
436,Dazed and Confused,1993,7993039.0,102.0,7.4,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
437,Demolition Man,1993,159055768.0,115.0,6.4,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0
438,The Endless Summer 2,1994,0.0,109.0,7.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
439,Even Cowgirls Get the Blues,1994,0.0,96.0,4.2,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0
440,Fatal Instinct,1993,0.0,91.0,5.4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
441,霸王别姬,1993,0.0,171.0,7.8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
442,The Favor,1994,0.0,97.0,3.3,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
443,Fearless,1993,0.0,122.0,6.8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
444,Fear of a Black Hat,1994,0.0,88.0,5.8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
445,With Honors,1994,0.0,103.0,6.1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
446,Flesh and Bone,1993,9488998.0,126.0,6.2,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
447,Widows' Peak,1994,0.0,101.0,4.3,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0
448,For Love or Money,1993,11146270.0,94.0,5.7,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
449,The Firm,1993,270248367.0,154.0,6.6,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
450,Free Willy,1993,153698625.0,112.0,6.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
451,Fresh,1994,0.0,114.0,7.6,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0
452,The Fugitive,1993,368875760.0,130.0,7.2,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1
453,Geronimo: An American Legend,1993,18635620.0,115.0,5.9,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0
454,The Getaway,1994,30.0,115.0,5.4,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
455,Getting Even with Dad,1994,0.0,109.0,4.5,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
456,Go Fish,1994,0.0,83.0,3.9,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
457,A Good Man in Africa,1994,0.0,94.0,5.2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
458,Guilty as Sin,1993,22886222.0,107.0,5.6,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
459,Hard Target,1993,74189677.0,97.0,6.1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1
460,Heaven & Earth,1993,0.0,140.0,6.4,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
461,Hot Shots! Part Deux,1993,133752825.0,86.0,6.2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
462,Live Nude Girls,1995,0.0,95.0,4.7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
463,The Englishman Who Went Up a Hill But Came Down a Mountain,1995,0.0,99.0,6.1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
464,The House of the Spirits,1993,0.0,140.0,6.7,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
465,House Party 3,1994,0.0,100.0,4.6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
466,The Hudsucker Proxy,1994,0.0,111.0,7.1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
467,I'll Do Anything,1994,0.0,115.0,5.7,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
468,In the Army Now,1994,28881266.0,91.0,4.7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
469,In the Line of Fire,1993,176997168.0,128.0,6.8,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0
470,In the Name of the Father,1993,65796862.0,133.0,7.6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
471,The Inkwell,1994,8880705.0,110.0,3.9,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
472,What's Love Got to Do with It,1993,0.0,118.0,6.9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
473,Jimmy Hollywood,1994,0.0,112.0,4.6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
474,Judgment Night,1993,12136938.0,110.0,6.4,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0
475,Jurassic Park,1993,920100000.0,127.0,7.6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
476,Kalifornia,1993,2395231.0,117.0,6.5,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
477,Killing Zoe,1993,418961.0,96.0,6.1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0
478,King of the Hill,1993,0.0,103.0,6.4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
479,Lassie,1994,0.0,94.0,6.1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1
480,Last Action Hero,1993,137298489.0,130.0,6.1,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1
481,Life With Mikey,1993,0.0,91.0,5.1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
482,Lightning Jack,1994,0.0,98.0,5.7,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
483,M. Butterfly,1993,1499795.0,101.0,6.6,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
484,Made in America,1993,0.0,111.0,5.3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
485,Malice,1993,46405336.0,107.0,5.9,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
486,The Man without a Face,1993,24760338.0,114.0,6.2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
487,Manhattan Murder Mystery,1993,11285588.0,104.0,7.1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
488,Menace II Society,1993,27900000.0,97.0,7.2,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
489,Executive Decision,1996,121969216.0,133.0,5.8,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1
490,愛のコリーダ,1976,0.0,105.0,6.5,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
